Participant,adherhent_Q#,P2_rating,P1_5_Q_avg,P1_Q_#,delta
0,0_4,6,None,0,None
0,0_5,4,None,0,None
0,0_16,7,None,0,None
0,0_18,7,None,0,None
0,0_20,7,None,0,None
0,0_21,7,None,0,None
0,0_31,6,None,0,None
0,0_38,7,None,0,None
0,0_40,6,None,0,None
0,0_48,7,None,0,None
0,0_52,3,None,0,None
0,0_58,6,None,0,None
0,0_59,6,None,0,None
0,0_61,7,None,0,None
0,0_65,6,None,0,None
0,0_91,7,None,0,None
0,0_94,7,None,0,None
0,0_99,6,None,0,None
0,1_15,7,None,0,None
0,1_24,7,None,0,None
0,1_36,7,None,0,None
0,1_45,6,None,0,None
0,1_47,6,None,0,None
0,1_62,7,None,0,None
0,1_66,7,None,0,None
0,1_77,7,None,0,None
0,1_85,6,None,0,None
0,1_86,7,None,0,None
0,1_97,7,None,0,None
0,2_7,3,None,0,None
0,2_11,3,None,0,None
0,2_14,2,2.6,5,-0.6000000000000001
0,2_19,2,2.4,5,-0.3999999999999999
0,2_20,4,2.8,5,1.2000000000000002
0,2_23,6,3.4,5,2.6
0,2_24,4,2.4,5,1.6
0,2_39,6,3.6,5,2.4
0,2_40,6,3.0,5,3.0
0,2_53,4,2.8,5,1.2000000000000002
0,2_59,6,3.8,5,2.2
0,2_64,5,3.6,5,1.4
0,2_68,2,2.2,5,-0.20000000000000018
0,2_69,5,2.2,5,2.8
0,2_74,3,2.0,5,1.0
0,2_77,7,4.8,5,2.2
0,2_96,2,2.2,5,-0.20000000000000018
0,2_99,4,3.2,5,0.7999999999999998
0,4_1,2,None,0,None
0,4_2,2,None,0,None
0,4_3,2,None,0,None
0,4_4,3,None,0,None
0,4_5,3,None,0,None
0,4_6,3,None,0,None
0,4_7,2,None,0,None
0,4_8,2,None,0,None
0,4_9,2,None,0,None
0,4_10,2,None,0,None
1,0_4,4,None,0,None
1,0_5,2,None,0,None
1,0_16,6,None,0,None
1,0_18,3,None,0,None
1,0_20,4,None,0,None
1,0_21,4,None,0,None
1,0_31,6,None,0,None
1,0_38,4,None,0,None
1,0_40,3,None,0,None
1,0_48,6,5.6,5,0.40000000000000036
1,0_52,2,2.4,5,-0.3999999999999999
1,0_58,2,3.2,5,-1.2000000000000002
1,0_59,7,2.6,5,4.4
1,0_61,4,6.0,5,-2.0
1,0_65,4,4.2,5,-0.20000000000000018
1,0_91,6,3.4,5,2.6
1,0_94,6,3.2,5,2.8
1,0_99,4,3.0,5,1.0
1,1_15,7,6.0,5,1.0
1,1_24,6,4.6,5,1.4000000000000004
1,1_36,4,3.8,5,0.20000000000000018
1,1_45,4,3.2,5,0.7999999999999998
1,1_47,2,3.0,5,-1.0
1,1_62,5,5.6,5,-0.5999999999999996
1,1_66,6,None,0,None
1,1_77,7,None,0,None
1,1_85,3,None,0,None
1,1_86,6,None,0,None
1,1_97,5,None,0,None
1,2_7,2,None,0,None
1,2_11,2,None,0,None
1,2_14,2,None,0,None
1,2_19,3,None,0,None
1,2_20,3,None,0,None
1,2_23,2,None,0,None
1,2_24,2,None,0,None
1,2_39,5,None,0,None
1,2_40,6,None,0,None
1,2_53,2,None,0,None
1,2_59,5,None,0,None
1,2_64,3,None,0,None
1,2_68,2,None,0,None
1,2_69,2,None,0,None
1,2_74,2,None,0,None
1,2_77,2,None,0,None
1,2_96,2,None,0,None
1,2_99,3,None,0,None
1,4_1,2,None,0,None
1,4_2,2,None,0,None
1,4_3,2,None,0,None
1,4_4,2,None,0,None
1,4_5,2,None,0,None
1,4_6,2,None,0,None
1,4_7,2,None,0,None
1,4_8,2,None,0,None
1,4_9,2,None,0,None
1,4_10,2,None,0,None
2,0_4,7,None,0,None
2,0_5,4,None,0,None
2,0_16,5,None,0,None
2,0_18,7,None,0,None
2,0_20,5,None,0,None
2,0_21,7,None,0,None
2,0_31,7,None,0,None
2,0_38,6,None,0,None
2,0_40,7,None,0,None
2,0_48,7,None,0,None
2,0_52,6,None,0,None
2,0_58,6,None,0,None
2,0_59,6,None,0,None
2,0_61,7,None,0,None
2,0_65,7,None,0,None
2,0_91,7,None,0,None
2,0_94,6,None,0,None
2,0_99,6,None,0,None
2,1_15,7,None,0,None
2,1_24,7,None,0,None
2,1_36,7,None,0,None
2,1_45,6,None,0,None
2,1_47,6,None,0,None
2,1_62,7,None,0,None
2,1_66,7,5.4,5,1.5999999999999996
2,1_77,7,5.6,5,1.4000000000000004
2,1_85,7,5.4,5,1.5999999999999996
2,1_86,7,5.0,5,2.0
2,1_97,7,4.8,5,2.2
2,2_7,3,3.0,5,0.0
2,2_11,4,3.0,5,1.0
2,2_14,4,3.2,5,0.7999999999999998
2,2_19,4,4.0,5,0.0
2,2_20,5,3.8,5,1.2000000000000002
2,2_23,4,3.4,5,0.6000000000000001
2,2_24,4,3.0,5,1.0
2,2_39,4,3.6,5,0.3999999999999999
2,2_40,6,4.0,5,2.0
2,2_53,6,4.2,5,1.7999999999999998
2,2_59,6,None,0,None
2,2_64,5,None,0,None
2,2_68,4,None,0,None
2,2_69,5,None,0,None
2,2_74,4,None,0,None
2,2_77,5,None,0,None
2,2_96,5,None,0,None
2,2_99,5,None,0,None
2,4_1,3,None,0,None
2,4_2,4,None,0,None
2,4_3,4,None,0,None
2,4_4,3,None,0,None
2,4_5,3,None,0,None
2,4_6,5,None,0,None
2,4_7,4,None,0,None
2,4_8,3,None,0,None
2,4_9,3,None,0,None
2,4_10,3,None,0,None
3,0_4,6,None,0,None
3,0_5,5,None,0,None
3,0_16,2,None,0,None
3,0_18,7,None,0,None
3,0_20,3,None,0,None
3,0_21,3,None,0,None
3,0_31,5,None,0,None
3,0_38,3,None,0,None
3,0_40,3,None,0,None
3,0_48,5,None,0,None
3,0_52,2,None,0,None
3,0_58,4,None,0,None
3,0_59,3,None,0,None
3,0_61,5,None,0,None
3,0_65,3,None,0,None
3,0_91,5,None,0,None
3,0_94,3,None,0,None
3,0_99,4,None,0,None
3,1_15,2,None,0,None
3,1_24,4,None,0,None
3,1_36,3,None,0,None
3,1_45,2,None,0,None
3,1_47,4,None,0,None
3,1_62,5,None,0,None
3,1_66,4,None,0,None
3,1_77,5,None,0,None
3,1_85,2,None,0,None
3,1_86,4,None,0,None
3,1_97,5,None,0,None
3,2_7,5,None,0,None
3,2_11,4,None,0,None
3,2_14,4,None,0,None
3,2_19,4,None,0,None
3,2_20,3,None,0,None
3,2_23,2,None,0,None
3,2_24,3,None,0,None
3,2_39,4,None,0,None
3,2_40,3,None,0,None
3,2_53,3,None,0,None
3,2_59,3,3.8,5,-0.7999999999999998
3,2_64,4,2.8,5,1.2000000000000002
3,2_68,3,2.4,5,0.6000000000000001
3,2_69,2,2.8,5,-0.7999999999999998
3,2_74,2,2.6,5,-0.6000000000000001
3,2_77,2,3.6,5,-1.6
3,2_96,5,3.2,5,1.7999999999999998
3,2_99,5,2.6,5,2.4
3,4_1,2,3.2,5,-1.2000000000000002
3,4_2,3,3.2,5,-0.20000000000000018
3,4_3,3,3.0,5,0.0
3,4_4,4,3.0,5,1.0
3,4_5,3,3.4,5,-0.3999999999999999
3,4_6,3,2.6,5,0.3999999999999999
3,4_7,5,2.4,5,2.6
3,4_8,4,2.8,5,1.2000000000000002
3,4_9,2,2.4,5,-0.3999999999999999
3,4_10,5,3.2,5,1.7999999999999998
4,0_4,7,3.0,5,4.0
4,0_5,2,2.2,5,-0.20000000000000018
4,0_16,7,3.8,5,3.2
4,0_18,7,4.4,5,2.5999999999999996
4,0_20,3,3.0,5,0.0
4,0_21,5,3.4,5,1.6
4,0_31,6,4.4,5,1.5999999999999996
4,0_38,7,5.2,5,1.7999999999999998
4,0_40,5,3.4,5,1.6
4,0_48,7,5.2,5,1.7999999999999998
4,0_52,3,2.4,5,0.6000000000000001
4,0_58,6,3.8,5,2.2
4,0_59,6,3.0,5,3.0
4,0_61,7,6.4,5,0.5999999999999996
4,0_65,7,3.8,5,3.2
4,0_91,7,3.2,5,3.8
4,0_94,7,4.0,5,3.0
4,0_99,7,4.8,5,2.2
4,1_15,7,None,0,None
4,1_24,7,None,0,None
4,1_36,7,None,0,None
4,1_45,6,None,0,None
4,1_47,7,None,0,None
4,1_62,7,None,0,None
4,1_66,7,None,0,None
4,1_77,7,None,0,None
4,1_85,7,None,0,None
4,1_86,4,None,0,None
4,1_97,6,None,0,None
4,2_7,4,None,0,None
4,2_11,2,None,0,None
4,2_14,2,None,0,None
4,2_19,2,None,0,None
4,2_20,3,None,0,None
4,2_23,3,None,0,None
4,2_24,3,None,0,None
4,2_39,7,None,0,None
4,2_40,4,None,0,None
4,2_53,3,None,0,None
4,2_59,3,None,0,None
4,2_64,6,None,0,None
4,2_68,2,None,0,None
4,2_69,2,None,0,None
4,2_74,2,None,0,None
4,2_77,3,None,0,None
4,2_96,5,None,0,None
4,2_99,3,None,0,None
4,4_1,2,None,0,None
4,4_2,2,None,0,None
4,4_3,3,None,0,None
4,4_4,2,None,0,None
4,4_5,2,None,0,None
4,4_6,2,None,0,None
4,4_7,2,None,0,None
4,4_8,2,None,0,None
4,4_9,2,None,0,None
4,4_10,2,None,0,None
5,0_4,7,None,0,None
5,0_5,7,None,0,None
5,0_16,7,None,0,None
5,0_18,6,None,0,None
5,0_20,4,None,0,None
5,0_21,7,None,0,None
5,0_31,7,None,0,None
5,0_38,7,None,0,None
5,0_40,3,None,0,None
5,0_48,7,None,0,None
5,0_52,4,None,0,None
5,0_58,7,None,0,None
5,0_59,4,None,0,None
5,0_61,6,None,0,None
5,0_65,5,None,0,None
5,0_91,7,None,0,None
5,0_94,6,None,0,None
5,0_99,6,None,0,None
5,1_15,6,5.6,5,0.40000000000000036
5,1_24,7,5.4,5,1.5999999999999996
5,1_36,3,3.8,5,-0.7999999999999998
5,1_45,6,2.6,5,3.4
5,1_47,7,3.0,5,4.0
5,1_62,7,5.0,5,2.0
5,1_66,7,5.4,5,1.5999999999999996
5,1_77,7,5.4,5,1.5999999999999996
5,1_85,5,3.8,5,1.2000000000000002
5,1_86,6,3.6,5,2.4
5,1_97,5,3.4,5,1.6
5,2_7,4,2.2,5,1.7999999999999998
5,2_11,4,2.4,5,1.6
5,2_14,2,None,0,None
5,2_19,4,None,0,None
5,2_20,7,None,0,None
5,2_23,7,None,0,None
5,2_24,6,None,0,None
5,2_39,7,None,0,None
5,2_40,6,None,0,None
5,2_53,5,None,0,None
5,2_59,7,None,0,None
5,2_64,6,None,0,None
5,2_68,2,None,0,None
5,2_69,4,None,0,None
5,2_74,3,None,0,None
5,2_77,3,None,0,None
5,2_96,3,None,0,None
5,2_99,7,None,0,None
5,4_1,2,None,0,None
5,4_2,3,None,0,None
5,4_3,2,None,0,None
5,4_4,4,None,0,None
5,4_5,3,None,0,None
5,4_6,3,None,0,None
5,4_7,2,None,0,None
5,4_8,2,None,0,None
5,4_9,2,None,0,None
5,4_10,2,None,0,None
6,0_4,6,None,0,None
6,0_5,6,None,0,None
6,0_16,7,None,0,None
6,0_18,7,None,0,None
6,0_20,5,None,0,None
6,0_21,5,None,0,None
6,0_31,6,None,0,None
6,0_38,7,None,0,None
6,0_40,6,None,0,None
6,0_48,7,None,0,None
6,0_52,5,None,0,None
6,0_58,7,None,0,None
6,0_59,7,None,0,None
6,0_61,7,None,0,None
6,0_65,6,None,0,None
6,0_91,7,None,0,None
6,0_94,7,None,0,None
6,0_99,7,None,0,None
6,1_15,7,6.0,5,1.0
6,1_24,7,5.4,5,1.5999999999999996
6,1_36,6,3.8,5,2.2
6,1_45,7,3.4,5,3.6
6,1_47,6,3.6,5,2.4
6,1_62,7,5.0,5,2.0
6,1_66,7,6.6,5,0.40000000000000036
6,1_77,7,5.5,4,1.5
6,1_85,7,4.2,5,2.8
6,1_86,6,4.4,5,1.5999999999999996
6,1_97,6,3.6,5,2.4
6,2_7,6,3.0,5,3.0
6,2_11,4,2.5,4,1.5
6,2_14,4,None,0,None
6,2_19,4,None,0,None
6,2_20,5,None,0,None
6,2_23,6,None,0,None
6,2_24,7,None,0,None
6,2_39,4,None,0,None
6,2_40,6,None,0,None
6,2_53,6,None,0,None
6,2_59,6,None,0,None
6,2_64,6,None,0,None
6,2_68,4,None,0,None
6,2_69,3,None,0,None
6,2_74,2,None,0,None
6,2_77,6,None,0,None
6,2_96,3,None,0,None
6,2_99,5,None,0,None
6,4_1,2,None,0,None
6,4_2,2,None,0,None
6,4_3,2,None,0,None
6,4_4,2,None,0,None
6,4_5,2,None,0,None
6,4_6,2,None,0,None
6,4_7,2,None,0,None
6,4_8,2,None,0,None
6,4_9,2,None,0,None
6,4_10,2,None,0,None
7,0_4,6,None,0,None
7,0_5,4,None,0,None
7,0_16,6,None,0,None
7,0_18,4,None,0,None
7,0_20,6,None,0,None
7,0_21,4,None,0,None
7,0_31,2,None,0,None
7,0_38,7,None,0,None
7,0_40,2,None,0,None
7,0_48,4,None,0,None
7,0_52,2,None,0,None
7,0_58,4,None,0,None
7,0_59,7,None,0,None
7,0_61,7,None,0,None
7,0_65,6,None,0,None
7,0_91,7,None,0,None
7,0_94,5,None,0,None
7,0_99,4,None,0,None
7,1_15,7,None,0,None
7,1_24,3,None,0,None
7,1_36,6,None,0,None
7,1_45,4,None,0,None
7,1_47,5,None,0,None
7,1_62,3,None,0,None
7,1_66,7,None,0,None
7,1_77,7,None,0,None
7,1_85,7,None,0,None
7,1_86,5,None,0,None
7,1_97,4,None,0,None
7,2_7,3,None,0,None
7,2_11,3,None,0,None
7,2_14,2,2.6,5,-0.6000000000000001
7,2_19,5,2.8,5,2.2
7,2_20,2,2.8,5,-0.7999999999999998
7,2_23,4,3.4,5,0.6000000000000001
7,2_24,4,2.4,5,1.6
7,2_39,3,3.2,5,-0.20000000000000018
7,2_40,4,2.8,5,1.2000000000000002
7,2_53,4,3.0,5,1.0
7,2_59,6,3.8,5,2.2
7,2_64,3,3.2,5,-0.20000000000000018
7,2_68,2,2.0,5,0.0
7,2_69,2,2.2,5,-0.20000000000000018
7,2_74,2,2.0,5,0.0
7,2_77,3,4.2,5,-1.2000000000000002
7,2_96,2,2.4,5,-0.3999999999999999
7,2_99,3,3.4,5,-0.3999999999999999
7,4_1,2,None,0,None
7,4_2,2,None,0,None
7,4_3,2,None,0,None
7,4_4,2,None,0,None
7,4_5,2,None,0,None
7,4_6,3,None,0,None
7,4_7,2,None,0,None
7,4_8,2,None,0,None
7,4_9,2,None,0,None
7,4_10,2,None,0,None
8,0_4,6,2.8,5,3.2
8,0_5,4,2.8,5,1.2000000000000002
8,0_16,5,3.4,5,1.6
8,0_18,7,3.6,5,3.4
8,0_20,6,3.0,5,3.0
8,0_21,3,3.4,5,-0.3999999999999999
8,0_31,5,4.6,5,0.40000000000000036
8,0_38,6,4.0,5,2.0
8,0_40,4,3.8,5,0.20000000000000018
8,0_48,5,3.8,5,1.2000000000000002
8,0_52,4,2.6,5,1.4
8,0_58,5,3.0,5,2.0
8,0_59,4,2.8,5,1.2000000000000002
8,0_61,6,5.0,5,1.0
8,0_65,3,3.4,5,-0.3999999999999999
8,0_91,6,3.2,5,2.8
8,0_94,7,3.8,5,3.2
8,0_99,3,3.4,5,-0.3999999999999999
8,1_15,7,None,0,None
8,1_24,7,None,0,None
8,1_36,6,None,0,None
8,1_45,5,None,0,None
8,1_47,3,None,0,None
8,1_62,7,None,0,None
8,1_66,7,None,0,None
8,1_77,7,None,0,None
8,1_85,5,None,0,None
8,1_86,7,None,0,None
8,1_97,6,None,0,None
8,2_7,2,None,0,None
8,2_11,2,None,0,None
8,2_14,3,None,0,None
8,2_19,4,None,0,None
8,2_20,2,None,0,None
8,2_23,3,None,0,None
8,2_24,3,None,0,None
8,2_39,2,None,0,None
8,2_40,7,None,0,None
8,2_53,3,None,0,None
8,2_59,4,None,0,None
8,2_64,3,None,0,None
8,2_68,2,None,0,None
8,2_69,2,None,0,None
8,2_74,2,None,0,None
8,2_77,4,None,0,None
8,2_96,2,None,0,None
8,2_99,3,None,0,None
8,4_1,2,None,0,None
8,4_2,2,None,0,None
8,4_3,2,None,0,None
8,4_4,2,None,0,None
8,4_5,2,None,0,None
8,4_6,3,None,0,None
8,4_7,2,None,0,None
8,4_8,2,None,0,None
8,4_9,2,None,0,None
8,4_10,2,None,0,None
9,0_4,4,None,0,None
9,0_5,2,None,0,None
9,0_16,3,None,0,None
9,0_18,3,None,0,None
9,0_20,3,None,0,None
9,0_21,3,None,0,None
9,0_31,3,None,0,None
9,0_38,4,None,0,None
9,0_40,3,None,0,None
9,0_48,4,None,0,None
9,0_52,2,None,0,None
9,0_58,2,None,0,None
9,0_59,3,None,0,None
9,0_61,6,None,0,None
9,0_65,3,None,0,None
9,0_91,4,None,0,None
9,0_94,5,None,0,None
9,0_99,5,None,0,None
9,1_15,6,None,0,None
9,1_24,6,None,0,None
9,1_36,5,None,0,None
9,1_45,3,None,0,None
9,1_47,2,None,0,None
9,1_62,4,None,0,None
9,1_66,4,None,0,None
9,1_77,6,None,0,None
9,1_85,3,None,0,None
9,1_86,2,None,0,None
9,1_97,2,None,0,None
9,2_7,3,None,0,None
9,2_11,2,None,0,None
9,2_14,2,2.0,5,0.0
9,2_19,3,2.4,5,0.6000000000000001
9,2_20,2,3.2,5,-1.2000000000000002
9,2_23,2,2.4,5,-0.3999999999999999
9,2_24,2,2.0,5,0.0
9,2_39,3,3.0,5,0.0
9,2_40,4,2.8,5,1.2000000000000002
9,2_53,2,2.0,5,0.0
9,2_59,4,3.4,5,0.6000000000000001
9,2_64,2,3.0,5,-1.0
9,2_68,3,2.4,5,0.6000000000000001
9,2_69,2,2.0,5,0.0
9,2_74,2,2.0,5,0.0
9,2_77,3,3.2,5,-0.20000000000000018
9,2_96,3,2.8,5,0.20000000000000018
9,2_99,2,3.0,5,-1.0
9,4_1,2,None,0,None
9,4_2,2,None,0,None
9,4_3,2,None,0,None
9,4_4,2,None,0,None
9,4_5,2,None,0,None
9,4_6,2,None,0,None
9,4_7,2,None,0,None
9,4_8,2,None,0,None
9,4_9,2,None,0,None
9,4_10,2,None,0,None
10,0_4,3,3.0,5,0.0
10,0_5,3,2.4,5,0.6000000000000001
10,0_16,4,3.0,5,1.0
10,0_18,6,3.6,5,2.4
10,0_20,2,2.2,5,-0.20000000000000018
10,0_21,2,3.0,5,-1.0
10,0_31,3,3.0,5,0.0
10,0_38,6,3.6,5,2.4
10,0_40,2,2.6,5,-0.6000000000000001
10,0_48,6,5.0,5,1.0
10,0_52,2,2.2,5,-0.20000000000000018
10,0_58,3,3.2,5,-0.20000000000000018
10,0_59,4,2.8,5,1.2000000000000002
10,0_61,5,5.4,5,-0.40000000000000036
10,0_65,6,3.8,5,2.2
10,0_91,4,2.6,5,1.4
10,0_94,5,3.8,5,1.2000000000000002
10,0_99,6,5.0,5,1.0
10,1_15,6,None,0,None
10,1_24,5,None,0,None
10,1_36,6,None,0,None
10,1_45,6,None,0,None
10,1_47,6,None,0,None
10,1_62,6,None,0,None
10,1_66,5,None,0,None
10,1_77,6,None,0,None
10,1_85,5,None,0,None
10,1_86,7,None,0,None
10,1_97,6,None,0,None
10,2_7,6,None,0,None
10,2_11,2,None,0,None
10,2_14,2,None,0,None
10,2_19,2,None,0,None
10,2_20,3,None,0,None
10,2_23,3,None,0,None
10,2_24,6,None,0,None
10,2_39,3,None,0,None
10,2_40,6,None,0,None
10,2_53,3,None,0,None
10,2_59,6,None,0,None
10,2_64,6,None,0,None
10,2_68,2,None,0,None
10,2_69,2,None,0,None
10,2_74,2,None,0,None
10,2_77,3,None,0,None
10,2_96,2,None,0,None
10,2_99,3,None,0,None
10,4_1,2,None,0,None
10,4_2,2,None,0,None
10,4_3,2,None,0,None
10,4_4,2,None,0,None
10,4_5,2,None,0,None
10,4_6,2,None,0,None
10,4_7,2,None,0,None
10,4_8,2,None,0,None
10,4_9,2,None,0,None
10,4_10,2,None,0,None
11,0_4,2,None,0,None
11,0_5,6,None,0,None
11,0_16,2,None,0,None
11,0_18,3,None,0,None
11,0_20,2,None,0,None
11,0_21,4,None,0,None
11,0_31,4,None,0,None
11,0_38,6,None,0,None
11,0_40,3,None,0,None
11,0_48,3,5.0,5,-2.0
11,0_52,2,3.4,5,-1.4
11,0_58,4,4.8,5,-0.7999999999999998
11,0_59,2,3.2,5,-1.2000000000000002
11,0_61,6,5.4,5,0.5999999999999996
11,0_65,3,5.0,5,-2.0
11,0_91,2,3.6,5,-1.6
11,0_94,5,4.2,5,0.7999999999999998
11,0_99,3,5.4,5,-2.4000000000000004
11,1_15,7,6.2,5,0.7999999999999998
11,1_24,6,6.0,5,0.0
11,1_36,4,6.0,5,-2.0
11,1_45,2,3.2,5,-1.2000000000000002
11,1_47,4,3.8,5,0.20000000000000018
11,1_62,7,6.0,5,1.0
11,1_66,4,None,0,None
11,1_77,7,None,0,None
11,1_85,6,None,0,None
11,1_86,4,None,0,None
11,1_97,3,None,0,None
11,2_7,7,None,0,None
11,2_11,2,None,0,None
11,2_14,2,None,0,None
11,2_19,2,None,0,None
11,2_20,7,None,0,None
11,2_23,4,None,0,None
11,2_24,2,None,0,None
11,2_39,6,None,0,None
11,2_40,2,None,0,None
11,2_53,3,None,0,None
11,2_59,2,None,0,None
11,2_64,6,None,0,None
11,2_68,2,None,0,None
11,2_69,2,None,0,None
11,2_74,2,None,0,None
11,2_77,2,None,0,None
11,2_96,2,None,0,None
11,2_99,5,None,0,None
11,4_1,3,None,0,None
11,4_2,2,None,0,None
11,4_3,2,None,0,None
11,4_4,2,None,0,None
11,4_5,2,None,0,None
11,4_6,2,None,0,None
11,4_7,2,None,0,None
11,4_8,2,None,0,None
11,4_9,2,None,0,None
11,4_10,2,None,0,None
12,0_4,5,2.6,5,2.4
12,0_5,2,2.0,5,0.0
12,0_16,4,2.2,5,1.7999999999999998
12,0_18,2,3.8,5,-1.7999999999999998
12,0_20,2,2.2,5,-0.20000000000000018
12,0_21,2,2.6,5,-0.6000000000000001
12,0_31,6,3.0,5,3.0
12,0_38,5,3.8,5,1.2000000000000002
12,0_40,2,3.0,5,-1.0
12,0_48,3,3.6,5,-0.6000000000000001
12,0_52,2,2.4,5,-0.3999999999999999
12,0_58,2,2.0,5,0.0
12,0_59,2,1.8,5,0.19999999999999996
12,0_61,7,3.4,5,3.6
12,0_65,6,2.6,5,3.4
12,0_91,3,3.2,5,-0.20000000000000018
12,0_94,3,2.6,5,0.3999999999999999
12,0_99,5,5.2,5,-0.20000000000000018
12,1_15,4,None,0,None
12,1_24,5,None,0,None
12,1_36,4,None,0,None
12,1_45,4,None,0,None
12,1_47,5,None,0,None
12,1_62,7,None,0,None
12,1_66,7,None,0,None
12,1_77,7,None,0,None
12,1_85,3,None,0,None
12,1_86,5,None,0,None
12,1_97,2,None,0,None
12,2_7,4,None,0,None
12,2_11,2,None,0,None
12,2_14,2,None,0,None
12,2_19,3,None,0,None
12,2_20,2,None,0,None
12,2_23,3,None,0,None
12,2_24,2,None,0,None
12,2_39,4,None,0,None
12,2_40,6,None,0,None
12,2_53,4,None,0,None
12,2_59,4,None,0,None
12,2_64,4,None,0,None
12,2_68,2,None,0,None
12,2_69,2,None,0,None
12,2_74,2,None,0,None
12,2_77,2,None,0,None
12,2_96,2,None,0,None
12,2_99,2,None,0,None
12,4_1,2,None,0,None
12,4_2,4,None,0,None
12,4_3,2,None,0,None
12,4_4,2,None,0,None
12,4_5,3,None,0,None
12,4_6,2,None,0,None
12,4_7,2,None,0,None
12,4_8,2,None,0,None
12,4_9,2,None,0,None
12,4_10,2,None,0,None
13,0_4,7,None,0,None
13,0_5,6,None,0,None
13,0_16,7,None,0,None
13,0_18,6,None,0,None
13,0_20,6,None,0,None
13,0_21,7,None,0,None
13,0_31,7,None,0,None
13,0_38,7,None,0,None
13,0_40,6,None,0,None
13,0_48,7,None,0,None
13,0_52,6,None,0,None
13,0_58,7,None,0,None
13,0_59,7,None,0,None
13,0_61,7,None,0,None
13,0_65,7,None,0,None
13,0_91,7,None,0,None
13,0_94,7,None,0,None
13,0_99,7,None,0,None
13,1_15,7,None,0,None
13,1_24,7,None,0,None
13,1_36,7,None,0,None
13,1_45,7,None,0,None
13,1_47,7,None,0,None
13,1_62,7,None,0,None
13,1_66,7,None,0,None
13,1_77,7,None,0,None
13,1_85,7,None,0,None
13,1_86,7,None,0,None
13,1_97,7,None,0,None
13,2_7,7,None,0,None
13,2_11,7,None,0,None
13,2_14,6,2.8,5,3.2
13,2_19,6,3.6,5,2.4
13,2_20,7,4.6,5,2.4000000000000004
13,2_23,7,3.2,5,3.8
13,2_24,6,2.8,5,3.2
13,2_39,7,4.2,5,2.8
13,2_40,7,4.4,5,2.5999999999999996
13,2_53,7,4.2,5,2.8
13,2_59,6,5.0,5,1.0
13,2_64,6,4.8,5,1.2000000000000002
13,2_68,5,3.2,5,1.7999999999999998
13,2_69,5,2.6,5,2.4
13,2_74,3,2.4,5,0.6000000000000001
13,2_77,7,4.2,5,2.8
13,2_96,5,4.0,5,1.0
13,2_99,6,3.4,5,2.6
13,4_1,5,None,0,None
13,4_2,5,None,0,None
13,4_3,4,None,0,None
13,4_4,5,None,0,None
13,4_5,4,None,0,None
13,4_6,5,None,0,None
13,4_7,2,None,0,None
13,4_8,2,None,0,None
13,4_9,3,None,0,None
13,4_10,2,None,0,None
14,0_4,2,None,0,None
14,0_5,2,None,0,None
14,0_16,2,None,0,None
14,0_18,3,None,0,None
14,0_20,2,None,0,None
14,0_21,2,None,0,None
14,0_31,3,None,0,None
14,0_38,2,None,0,None
14,0_40,3,None,0,None
14,0_48,6,None,0,None
14,0_52,2,None,0,None
14,0_58,2,None,0,None
14,0_59,2,None,0,None
14,0_61,4,None,0,None
14,0_65,2,None,0,None
14,0_91,2,None,0,None
14,0_94,2,None,0,None
14,0_99,3,None,0,None
14,1_15,4,None,0,None
14,1_24,4,None,0,None
14,1_36,2,None,0,None
14,1_45,4,None,0,None
14,1_47,2,None,0,None
14,1_62,4,None,0,None
14,1_66,3,4.2,5,-1.2000000000000002
14,1_77,7,3.2,5,3.8
14,1_85,3,3.2,5,-0.20000000000000018
14,1_86,2,2.6,5,-0.6000000000000001
14,1_97,2,3.4,5,-1.4
14,2_7,2,2.2,5,-0.20000000000000018
14,2_11,2,2.4,5,-0.3999999999999999
14,2_14,2,2.0,5,0.0
14,2_19,2,2.2,5,-0.20000000000000018
14,2_20,3,2.2,5,0.7999999999999998
14,2_23,2,2.6,5,-0.6000000000000001
14,2_24,2,2.0,5,0.0
14,2_39,2,2.0,5,0.0
14,2_40,2,2.2,5,-0.20000000000000018
14,2_53,2,2.4,5,-0.3999999999999999
14,2_59,2,None,0,None
14,2_64,2,None,0,None
14,2_68,2,None,0,None
14,2_69,2,None,0,None
14,2_74,2,None,0,None
14,2_77,2,None,0,None
14,2_96,2,None,0,None
14,2_99,2,None,0,None
14,4_1,2,None,0,None
14,4_2,2,None,0,None
14,4_3,2,None,0,None
14,4_4,2,None,0,None
14,4_5,4,None,0,None
14,4_6,2,None,0,None
14,4_7,2,None,0,None
14,4_8,2,None,0,None
14,4_9,2,None,0,None
14,4_10,2,None,0,None
15,0_4,4,3.6,5,0.3999999999999999
15,0_5,3,2.6,5,0.3999999999999999
15,0_16,4,3.4,5,0.6000000000000001
15,0_18,6,4.2,5,1.7999999999999998
15,0_20,3,3.0,5,0.0
15,0_21,2,3.0,5,-1.0
15,0_31,3,3.8,5,-0.7999999999999998
15,0_38,6,5.0,5,1.0
15,0_40,4,3.2,5,0.7999999999999998
15,0_48,5,4.8,5,0.20000000000000018
15,0_52,3,2.6,5,0.3999999999999999
15,0_58,3,5.0,5,-2.0
15,0_59,5,3.8,5,1.2000000000000002
15,0_61,4,3.8,5,0.20000000000000018
15,0_65,5,4.2,5,0.7999999999999998
15,0_91,2,3.0,5,-1.0
